valor,dec,nome,bloco,status,leituras,escritas,arquivos,mapas,escopo,comentario
0x276,630,FLAG_HIDE_DOJO_FALKNER,SCRIPT/EVENT,EM_USO,0,3,4,CeladonCity_DepartmentStore_5F;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x277,631,FLAG_HIDE_NATIONAL_BUGSY,SCRIPT/EVENT,EM_USO,0,6,7,NationalPark_Normal;SSAqua_1F;ViridianForest,GLOBAL(codigo),
0x278,632,FLAG_HIDE_DOJO_BUGSY,SCRIPT/EVENT,EM_USO,0,3,4,SSAqua_1F;SaffronCity_FightingDojoVIP;ViridianForest,GLOBAL(codigo),
0x279,633,FLAG_HIDE_DEPTSTORE_WHITNEY,SCRIPT/EVENT,EM_USO,0,7,6,GoldenrodCity_DepartmentStore_6F;SSAqua_1F,GLOBAL(codigo),
0x27A,634,FLAG_HIDE_DOJO_WHITNEY,SCRIPT/EVENT,EM_USO,0,4,5,GoldenrodCity_DepartmentStore_6F;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x27B,635,FLAG_HIDE_BELLCHIME_MORTY,SCRIPT/EVENT,EM_USO,0,7,6,BellchimeTrail;SSAqua_1F,GLOBAL(codigo),
0x27C,636,FLAG_HIDE_DOJO_MORTY,SCRIPT/EVENT,EM_USO,0,4,5,BellchimeTrail;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x27D,637,FLAG_HIDE_DOJO_CHUCK,SCRIPT/EVENT,EM_USO,1,3,4,CianwoodGym;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x27E,638,FLAG_HIDE_CAFE_JASMINE,SCRIPT/EVENT,EM_USO,0,7,6,OlivineCity_Cafe;SSAqua_1F,GLOBAL(codigo),
0x27F,639,FLAG_HIDE_DOJO_JASMINE,SCRIPT/EVENT,EM_USO,0,4,5,OlivineCity_Cafe;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x280,640,FLAG_HIDE_LAKE_PRYCE,SCRIPT/EVENT,EM_USO,0,7,6,LakeOfRage;SSAqua_1F,GLOBAL(codigo),
0x281,641,FLAG_HIDE_DOJO_PRYCE,SCRIPT/EVENT,EM_USO,0,4,5,LakeOfRage;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x282,642,FLAG_HIDE_DEN_CLAIR,SCRIPT/EVENT,EM_USO,0,7,8,DragonsDen_Cavern;SSAqua_1F,GLOBAL(codigo),
0x283,643,FLAG_HIDE_DOJO_CLAIR,SCRIPT/EVENT,EM_USO,0,4,5,DragonsDen_Cavern;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x284,644,FLAG_HIDE_DIGLETT_BROCK,SCRIPT/EVENT,EM_USO,0,3,4,DiglettsCave_EntranceNorth;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x285,645,FLAG_HIDE_DOJO_BROCK,SCRIPT/EVENT,EM_USO,0,3,4,DiglettsCave_EntranceNorth;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x286,646,FLAG_HIDE_CAPE_MISTY,SCRIPT/EVENT,EM_USO,0,3,4,PokemonLeague_HallOfFame;Route25,GLOBAL(codigo),
0x287,647,FLAG_HIDE_DOJO_MISTY,SCRIPT/EVENT,EM_USO,0,3,4,Route25;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x288,648,FLAG_HIDE_PLANT_SURGE,SCRIPT/EVENT,EM_USO,0,3,4,PokemonLeague_HallOfFame;Route10,GLOBAL(codigo),
0x289,649,FLAG_HIDE_DOJO_SURGE,SCRIPT/EVENT,EM_USO,0,3,4,Route10;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x28A,650,FLAG_HIDE_FOUNTAIN_ERIKA,SCRIPT/EVENT,EM_USO,0,3,4,CeladonCity;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x28B,651,FLAG_HIDE_ROUTE22_JANINE,SCRIPT/EVENT,SO_ESCRITA,0,3,3,PokemonLeague_HallOfFame;ReceptionGate,GLOBAL(codigo),
0x28C,652,FLAG_HIDE_DOJO_JANINE,SCRIPT/EVENT,EM_USO,0,3,4,ReceptionGate;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x28D,653,FLAG_HIDE_OLIVINE_SABRINA,SCRIPT/EVENT,EM_USO,0,4,5,OlivineCity_PortOutside;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x28E,654,FLAG_HIDE_DOJO_SABRINA,SCRIPT/EVENT,EM_USO,0,4,5,OlivineCity_PortOutside;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x28F,655,FLAG_HIDE_CINNABAR_BLAINE,SCRIPT/EVENT,EM_USO,0,3,4,CinnabarIsland;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x290,656,FLAG_HIDE_DOJO_BLAINE,SCRIPT/EVENT,EM_USO,0,3,4,CinnabarIsland;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x291,657,FLAG_HIDE_DOJO_BLUE,SCRIPT/EVENT,EM_USO,1,3,4,SSAqua_1F;SaffronCity_FightingDojoVIP;ViridianCity_Gym,GLOBAL(codigo),
0x292,658,FLAG_HIDE_DOJO_ERIKA,SCRIPT/EVENT,EM_USO,0,3,4,CeladonCity;SSAqua_1F;SaffronCity_FightingDojoVIP,GLOBAL(codigo),
0x293,659,FLAG_SET_SHINY,SCRIPT/EVENT,EM_USO,0,4,3,LakeOfRage,GLOBAL(codigo),shiny flag/ red Gyarados
0x294,660,FLAG_VISITED_ROUTE10,SCRIPT/EVENT,EM_USO,1,1,1,Route10,MAPA_UNICO:Route10,
0x295,661,FLAG_MET_STEVEN,SCRIPT/EVENT,EM_USO,2,2,3,Kitakami_Houses,MAPA_UNICO:Kitakami_Houses,Kitakami flags
0x296,662,FLAG_EXP_SHARE_OPTION,SCRIPT/EVENT,EM_USO,0,2,3,Gate_Route31_VioletCity,GLOBAL(codigo),exp. share
0x297,663,FLAG_WONDERTRADE1,SCRIPT/EVENT,EM_USO,3,2,1,BattleFrontier_ExchangeServiceCorner,MAPA_UNICO:BattleFrontier_ExchangeServiceCorner,Unused Flag
0x298,664,FLAG_WONDERTRADE2,SCRIPT/EVENT,EM_USO,3,2,1,BattleFrontier_ExchangeServiceCorner,MAPA_UNICO:BattleFrontier_ExchangeServiceCorner,Unused Flag
0x299,665,FLAG_WONDERTRADE3,SCRIPT/EVENT,EM_USO,5,2,1,BattleFrontier_ExchangeServiceCorner,MAPA_UNICO:BattleFrontier_ExchangeServiceCorner,Unused Flag
0x29A,666,FLAG_VISITED_BATTLE_FRONTIER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,1,,,Unused Flag
0x29B,667,FLAG_FRONTIER_SECOND_CLERK,SCRIPT/EVENT,EM_USO,0,2,2,BattleFrontier_Mart,MAPA_UNICO:BattleFrontier_Mart,Unused Flag
0x29C,668,FLAG_ALLOW_SOUTH_JOHTO_PASS,SCRIPT/EVENT,SO_ESCRITA,0,2,2,NewBarkTown_Lab,MAPA_UNICO:NewBarkTown_Lab,
0x29D,669,FLAG_SYS_BUG_CONTEST_MODE,SCRIPT/EVENT,EM_USO,4,2,2,,GLOBAL(codigo),
0x29E,670,FLAG_AERODACTYLITE,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_WordsRoom2,MAPA_UNICO:RuinsOfAlph_WordsRoom2,
0x29F,671,FLAG_LEVEL_SCALING_ON,SCRIPT/EVENT,SO_ESCRITA,0,2,2,Route36,MAPA_UNICO:Route36,
0x2A0,672,FLAG_NAMED_SILVER,SCRIPT/EVENT,EM_USO,1,2,3,NewBarkTown_Lab,GLOBAL(codigo),Unused Flag
0x2A1,673,FLAG_SLOWPOKE_TRADE,SCRIPT/EVENT,EM_USO,2,2,2,AzaleaTown_House2,MAPA_UNICO:AzaleaTown_House2,
0x2A2,674,FLAG_ROUTE31_EXPERT,SCRIPT/EVENT,EM_USO,2,3,6,Route31,GLOBAL(codigo),Flag for defeating Route 31 expert
0x2A3,675,FLAG_VISITED_KITAKAMI,SCRIPT/EVENT,EM_USO,1,3,5,Kitakami,GLOBAL(codigo),
0x2A4,676,FLAG_DEXNAV_SEARCHING,SCRIPT/EVENT,EM_USO,1,0,2,,GLOBAL(codigo),
0x2A5,677,FLAG_DEXNAV_OBTAINED,SCRIPT/EVENT,EM_USO,0,2,3,Route30_MrPokemonsHouse,GLOBAL(codigo),
0x2A6,678,FLAG_DN_HIDDEN_MODE,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x2A7,679,FLAG_GOLDENRODSHORE_EXPERT,SCRIPT/EVENT,EM_USO,2,3,6,GoldenrodShore,GLOBAL(codigo),
0x2A8,680,FLAG_R39_NORTH_TRADE,SCRIPT/EVENT,EM_USO,2,2,2,Gate_Route39North,MAPA_UNICO:Gate_Route39North,
0x2AA,682,FLAG_COLLISION,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),Debug
0x2AB,683,FLAG_HIDE_RADIOTOWER_OAK,SCRIPT/EVENT,EM_USO,0,2,3,GoldenrodCity;GoldenrodCity_RadioTower_5F,MULTI_MAPA(2),
0x2AC,684,FLAG_ICEPATH_DEPTHS_FROSLASSITE,SCRIPT/EVENT,EM_USO,0,0,2,IcePath_Depths,GLOBAL(codigo),
0x2AD,685,FLAG_ICEPATH_DEPTHS_BOOTS,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_Depths,MAPA_UNICO:IcePath_Depths,
0x2AE,686,FLAG_HIDE_CHIENPAO,SCRIPT/EVENT,EM_USO,0,3,4,IcePath_Depths2;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0x2AF,687,FLAG_LEGENDARY_STORY_CAP,SCRIPT/EVENT,EM_USO,2,4,5,PokemonLeague_HallOfFame;ReceptionGate;TinTower_RoofDay;WhirlIslands_LugiaChamber,GLOBAL(codigo),Cap until legendary event (ho oh/lugia) has been seen but before player heads to e4
0x2B0,688,FLAG_CHOICE_SCARF_ITEM_R26,SCRIPT/EVENT,EM_USO,0,0,1,Route26North,MAPA_UNICO:Route26North,
0x2B1,689,FLAG_GOLDENRODSHORE_ABILITYCAPSULE,SCRIPT/EVENT,EM_USO,0,0,1,GoldenrodShore,MAPA_UNICO:GoldenrodShore,
0x2B2,690,FLAG_ABILITY_PATCH_R27,SCRIPT/EVENT,EM_USO,0,0,1,Route27,MAPA_UNICO:Route27,
0x2B3,691,FLAG_HIDE_MANAPHY,SCRIPT/EVENT,SO_ESCRITA,0,1,1,PokemonLeague_HallOfFame,MAPA_UNICO:PokemonLeague_HallOfFame,
0x2B4,692,FLAG_HIDE_SHAYMIN,SCRIPT/EVENT,EM_USO,0,3,4,DreamGarden;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0x2B5,693,FLAG_HIDE_VICITNI,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2B6,694,FLAG_HIDE_CHI_YU,SCRIPT/EVENT,SO_ESCRITA,0,1,1,PokemonLeague_HallOfFame,MAPA_UNICO:PokemonLeague_HallOfFame,
0x2B7,695,FLAG_HIDE_MELOETTA,SCRIPT/EVENT,EM_USO,0,4,2,EcruteakCity_Theater,MAPA_UNICO:EcruteakCity_Theater,
0x2B8,696,FLAG_HIDE_DIANCIE,SCRIPT/EVENT,SO_ESCRITA,0,1,1,PokemonLeague_HallOfFame,MAPA_UNICO:PokemonLeague_HallOfFame,
0x2B9,697,FLAG_HIDE_OGERPON,SCRIPT/EVENT,EM_USO,0,3,4,KitakamiMountainEnclave;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0x2BA,698,FLAG_HIDE_MAGEARNA,SCRIPT/EVENT,EM_USO,0,3,4,GoldenrodApartment;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0x2BB,699,FLAG_HIDE_FEZANDIPITI,SCRIPT/EVENT,EM_USO,0,3,4,KitakamiWell_B1F;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0x2BC,700,FLAG_HIDE_ROUTE_101_BIRCH_STARTERS_BAG,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2BD,701,FLAG_HIDE_APPRENTICE,SCRIPT/EVENT,EM_USO,0,5,4,BattleFrontier_BattleTowerLobby,GLOBAL(codigo),
0x2BE,702,FLAG_HIDE_POKEMON_CENTER_2F_MYSTERY_GIFT_MAN,SCRIPT/EVENT,EM_USO,0,2,18,,GLOBAL(codigo),
0x2BF,703,FLAG_HIDE_UNION_ROOM_PLAYER_1,SCRIPT/EVENT,EM_USO,1,3,3,,GLOBAL(codigo),
0x2C0,704,FLAG_HIDE_UNION_ROOM_PLAYER_2,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C1,705,FLAG_HIDE_UNION_ROOM_PLAYER_3,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C2,706,FLAG_HIDE_UNION_ROOM_PLAYER_4,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C3,707,FLAG_HIDE_UNION_ROOM_PLAYER_5,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C4,708,FLAG_HIDE_UNION_ROOM_PLAYER_6,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C5,709,FLAG_HIDE_UNION_ROOM_PLAYER_7,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C6,710,FLAG_HIDE_UNION_ROOM_PLAYER_8,SCRIPT/EVENT,EM_USO,0,1,3,,GLOBAL(codigo),
0x2C7,711,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_1,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2C8,712,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_2,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2C9,713,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_3,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2CA,714,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_4,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2CB,715,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_5,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2CC,716,FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_6,SCRIPT/EVENT,EM_USO,0,1,2,BattleFrontier_BattleTowerMultiPartnerRoom,MAPA_UNICO:BattleFrontier_BattleTowerMultiPartnerRoom,
0x2CD,717,FLAG_HIDE_SAFARI_ZONE_SOUTH_CONSTRUCTION_WORKERS,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x2CE,718,FLAG_HIDE_MEW,SCRIPT/EVENT,EM_USO,2,7,11,FarawayIslandDepths;FarawayIsland_Interior;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x2CF,719,FLAG_HIDE_ROUTE_104_RIVAL,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,2,2,,,
0x2D0,720,FLAG_HIDE_ROUTE_101_BIRCH_ZIGZAGOON_BATTLE,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2D1,721,FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_BIRCH,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2D2,722,FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_RIVAL_BEDROOM,SCRIPT/EVENT,EM_USO,0,4,5,LittlerootTown_MaysHouse_1F;LittlerootTown_MaysHouse_2F,MULTI_MAPA(2),
0x2D3,723,FLAG_HIDE_ROUTE_103_RIVAL,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2D4,724,FLAG_HIDE_PETALBURG_WOODS_DEVON_EMPLOYEE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x2D5,725,FLAG_HIDE_PETALBURG_WOODS_AQUA_GRUNT,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x2D6,726,FLAG_HIDE_PETALBURG_CITY_WALLY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,2,2,,,
0x2D7,727,FLAG_HIDE_MOSSDEEP_CITY_STEVENS_HOUSE_INVISIBLE_NINJA_BOY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x2D8,728,FLAG_HIDE_KITAKAMI_OGERPON,SCRIPT/EVENT,EM_USO,0,2,3,Kitakami,MAPA_UNICO:Kitakami,
0x2D9,729,FLAG_HIDE_DARKTITE,SCRIPT/EVENT,EM_USO,0,0,2,RocketHideout_B3F,GLOBAL(codigo),
0x2DA,730,FLAG_GOT_SILK_SCARF,SCRIPT/EVENT,EM_USO,2,3,3,Route29,GLOBAL(codigo),HnS NormalFlags Block 2
0x2DB,731,FLAG_GOT_MYSTICWATER,SCRIPT/EVENT,EM_USO,2,3,3,CherrygroveCity,GLOBAL(codigo),
0x2DC,732,FLAG_GOT_BERRY_ROUTE_30_HOUSE,SCRIPT/EVENT,EM_USO,1,1,1,Route30_House,MAPA_UNICO:Route30_House,
0x2DD,733,FLAG_HIDE_VIOLET_CITY_EARL,SCRIPT/EVENT,EM_USO,0,2,3,VioletCity,MAPA_UNICO:VioletCity,
0x2DE,734,FLAG_HIDE_TRAINER_SCHOOL_EARL,SCRIPT/EVENT,EM_USO,0,4,3,VioletCity;VioletCity_TrainerSchool,MULTI_MAPA(2),
0x2DF,735,FLAG_VIOLET_NPC_TRADE_COMPLETED,SCRIPT/EVENT,EM_USO,2,4,4,VioletCity;VioletCity_House1,MULTI_MAPA(2),
0x2E0,736,FLAG_HOOH_BROUGHT,SCRIPT/EVENT,EM_USO,3,3,3,RuinsOfAlph_PuzzleAndRewardChambers;VioletCity,MULTI_MAPA(2),
0x2E1,737,FLAG_AERODACTYL_BROUGHT,SCRIPT/EVENT,EM_USO,4,3,4,RuinsOfAlph_PuzzleAndRewardChambers;VioletCity,GLOBAL(codigo),
0x2E2,738,FLAG_KABUTO_BROUGHT,SCRIPT/EVENT,EM_USO,5,3,4,RuinsOfAlph_PuzzleAndRewardChambers;VioletCity,GLOBAL(codigo),
0x2E3,739,FLAG_OMANYTE_BROUGHT,SCRIPT/EVENT,EM_USO,4,3,4,RuinsOfAlph_PuzzleAndRewardChambers;VioletCity,GLOBAL(codigo),
0x2E4,740,FLAG_GOT_HARD_STONE,SCRIPT/EVENT,EM_USO,2,4,4,Route36;VioletCity,MULTI_MAPA(2),
0x2E5,741,FLAG_GOT_POISON_BARB,SCRIPT/EVENT,EM_USO,2,4,4,Route32;VioletCity,MULTI_MAPA(2),
0x2E6,742,FLAG_HIDE_SUDOWOODO,SCRIPT/EVENT,EM_USO,10,5,10,Gate_GoldenrodCity_Route35;GoldenrodCity_FlowerShop;PokemonLeague_HallOfFame;Route36,MULTI_MAPA(5),
0x2E7,743,FLAG_HIDE_UNION_CAVE_LAPRAS,SCRIPT/EVENT,EM_USO,0,4,5,PokemonLeague_HallOfFame;UnionCave_B2F;VioletCity,MULTI_MAPA(3),
0x2E8,744,FLAG_GOT_CHARCOAL,SCRIPT/EVENT,EM_USO,1,3,3,AzaleaTown;AzaleaTown_House1,MULTI_MAPA(2),
0x2E9,745,FLAG_HIDE_CELEBI,SCRIPT/EVENT,EM_USO,0,6,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x2EA,746,FLAG_HIDE_ILEX_FOREST_KURT,SCRIPT/EVENT,SO_ESCRITA,0,6,4,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x2EB,747,FLAG_MOVE_TUTOR_TAUGHT_HEADBUTT,SCRIPT/EVENT,SO_ESCRITA,0,2,2,AzaleaTown,MAPA_UNICO:AzaleaTown,
0x2EC,748,FLAG_GOLDENROD_CITY_AIDE_VISITED,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2ED,749,FLAG_SHOWN_ELM_COSMOG,SCRIPT/EVENT,EM_USO,6,3,5,GoldenrodCity;NewBarkTown_Lab,GLOBAL(codigo),Formerly FLAG_SHOWN_ELM_TOGEPI; ID preserved for existing saves
0x2EE,750,FLAG_HIDE_AZALEA_ARIADOS_LEFT,SCRIPT/EVENT,EM_USO,0,20,5,AzaleaTown;AzaleaTown_Gym,MULTI_MAPA(2),
0x2EF,751,FLAG_HIDE_AZALEA_ARIADOS_MID,SCRIPT/EVENT,EM_USO,0,20,5,AzaleaTown;AzaleaTown_Gym,MULTI_MAPA(2),
0x2F0,752,FLAG_HIDE_AZALEA_ARIADOS_RIGHT,SCRIPT/EVENT,EM_USO,0,20,5,AzaleaTown;AzaleaTown_Gym,MULTI_MAPA(2),
0x2F1,753,FLAG_GOT_RETURN,SCRIPT/EVENT,EM_USO,2,4,4,GoldenrodCity;GoldenrodCity_DepartmentStore_5F,MULTI_MAPA(2),
0x2F2,754,FLAG_GOT_FRUSTRATION,SCRIPT/EVENT,EM_USO,2,4,4,Gate_Route40_TrainerHill_Courtyard;GoldenrodCity,MULTI_MAPA(2),
0x2F3,755,FLAG_HIDE_GOLDENROD_BILL,SCRIPT/EVENT,EM_USO,0,3,4,EcruteakCity_PokemonCenter;GoldenrodCity;GoldenrodCity_BillsHouse,MULTI_MAPA(3),
0x2F4,756,FLAG_GOT_BILL_GIFTMON,SCRIPT/EVENT,EM_USO,2,6,5,GoldenrodCity;GoldenrodCity_BillsHouse,MULTI_MAPA(2),
0x2F5,757,FLAG_FIXED_TRAIN,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,unused
0x2F6,758,FLAG_GOLDENROD_MACHOKE_1,SCRIPT/EVENT,EM_USO,2,3,3,GoldenrodCity;GoldenrodCity_DepartmentStoreBasement,MULTI_MAPA(2),
0x2F7,759,FLAG_GOLDENROD_MACHOKE_2,SCRIPT/EVENT,EM_USO,2,3,3,GoldenrodCity;GoldenrodCity_DepartmentStoreBasement,MULTI_MAPA(2),
0x2F8,760,FLAG_GOLDENROD_MACHOKE_3,SCRIPT/EVENT,EM_USO,2,3,3,GoldenrodCity;GoldenrodCity_DepartmentStoreBasement,MULTI_MAPA(2),
0x2F9,761,FLAG_GOLDENROD_NPC_TRADE_COMPLETED,SCRIPT/EVENT,EM_USO,2,4,4,GoldenrodCity;GoldenrodCity_DepartmentStore_6F,MULTI_MAPA(2),Honedge trade
0x2FA,762,FLAG_GOT_SKILL_SWAP,SCRIPT/EVENT,EM_USO,1,3,3,GoldenrodCity;GoldenrodCity_RadioTower_3F,MULTI_MAPA(2),
0x2FB,763,FLAG_HIDE_DEOXYS,SCRIPT/EVENT,EM_USO,0,2,3,,GLOBAL(codigo),
0x2FC,764,FLAG_HIDE_BIRTH_ISLAND_DEOXYS_TRIANGLE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,2,2,,,
0x2FD,765,FLAG_GOT_MARY_BRIGHT_POWDER,SCRIPT/EVENT,EM_USO,2,4,4,GoldenrodCity;GoldenrodCity_RadioTower_4F,MULTI_MAPA(2),
0x2FE,766,FLAG_HIDE_BUG_CONTEST_BUGS,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x2FF,767,FLAG_HIDE_BUG_CONTEST_ATTENDANT_SIDE,SCRIPT/EVENT,EM_USO,0,5,3,Gate_NationalPark;NationalPark_BugContest,MULTI_MAPA(2),
0x300,768,FLAG_GOT_QUICK_CLAW,SCRIPT/EVENT,EM_USO,2,4,4,GoldenrodCity;NationalPark_Normal,MULTI_MAPA(2),
0x301,769,FLAG_GOT_MAGNET,SCRIPT/EVENT,EM_USO,2,4,4,GoldenrodCity;Route37,MULTI_MAPA(2),
0x302,770,FLAG_GOT_TM_SNATCH,SCRIPT/EVENT,EM_USO,1,3,3,EcruteakCity;Route39_FarmHouse,MULTI_MAPA(2),
0x303,771,FLAG_HIDE_BATTLEFRONTIER_ENGINEER,SCRIPT/EVENT,EM_USO,0,4,4,OlivineCity;PokemonLeague_HallOfFame;Route40,MULTI_MAPA(3),
0x304,772,FLAG_GOT_SHARP_BEAK,SCRIPT/EVENT,EM_USO,2,2,2,Route40,MAPA_UNICO:Route40,
0x305,773,FLAG_HIDE_WHIRL_ISLANDS_TENTACRUEL,SCRIPT/EVENT,EM_USO,0,9,10,EcruteakCity;EcruteakCity_Theater;GoldenrodCity_RadioTower_5F;OlivineCity,MULTI_MAPA(7),
0x306,774,FLAG_ENABLE_BAOBA_MATCH_CALL,SCRIPT/EVENT,EM_USO,0,5,6,EcruteakCity;Route39,GLOBAL(codigo),
0x307,775,FLAG_SAFARI_ZONE_WEST_EXPANSION,SCRIPT/EVENT,EM_USO,0,4,6,Route27;SafariZoneGate;SafariZone_Low_Mid;SafariZone_Top_Mid,MULTI_MAPA(4),
0x308,776,FLAG_SAFARI_ZONE_EAST_EXPANSION,SCRIPT/EVENT,EM_USO,0,3,5,SafariZoneGate;SafariZone_Low_Mid;SafariZone_Top_Mid;SaffronCity,MULTI_MAPA(4),
0x309,777,FLAG_HIDE_LAKE_OF_RAGE_GYARADOS,SCRIPT/EVENT,EM_USO,1,5,6,LakeOfRage;Mahoganytown,GLOBAL(codigo),
0x30A,778,FLAG_HIDE_LAKE_OF_RAGE_LANCE,SCRIPT/EVENT,EM_USO,0,5,4,LakeOfRage;Mahoganytown,MULTI_MAPA(2),
0x30B,779,FLAG_HIDE_MAHOGANY_TOWN_FATMAN,SCRIPT/EVENT,EM_USO,0,2,4,Mahoganytown;RocketHideout_B2F,MULTI_MAPA(2),
0x30C,780,FLAG_HIDE_MAHOGANY_TOWN_SHOP_NPCS,SCRIPT/EVENT,EM_USO,0,4,5,LakeOfRage;MahoganyTown_Shop;Mahoganytown,MULTI_MAPA(3),
0x30D,781,FLAG_HIDE_MAHOGANY_COP,SCRIPT/EVENT,EM_USO,0,2,3,Gate_Route43;Mahoganytown;RocketHideout_B2F,MULTI_MAPA(3),
0x30E,782,FLAG_HIDE_MAHOGANY_ROCKETS,SCRIPT/EVENT,EM_USO,0,2,7,Gate_Route43;Mahoganytown;RocketHideout;RocketHideout_B1F,MULTI_MAPA(6),
0x30F,783,FLAG_GOT_TM_FROM_MAHOGANY_COP,SCRIPT/EVENT,EM_USO,1,2,2,Gate_Route43;Mahoganytown,MULTI_MAPA(2),
0x310,784,FLAG_GOT_BLACK_BELT,SCRIPT/EVENT,EM_USO,2,3,3,LakeOfRage;Mahoganytown,MULTI_MAPA(2),
0x311,785,FLAG_GOT_HIDDEN_POWER,SCRIPT/EVENT,EM_USO,2,3,3,LakeOfRage_House1;Mahoganytown,MULTI_MAPA(2),
0x312,786,FLAG_GOT_SPELL_TAG,SCRIPT/EVENT,EM_USO,1,2,2,BlackthornCity;Mahoganytown,MULTI_MAPA(2),
