NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
326,Grumpig,SPECIES_GRUMPIG,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:7488
327,Spinda,SPECIES_SPINDA,3,Sim,Nao,Nao,Desabilitado por configuração,NPC gift (script) @ ROUTE25_BILLS_HOUSE,data/maps/Route25_BillsHouse/scripts.inc:144 (MAP_ROUTE25_BILLS_HOUSE)
328,Trapinch,SPECIES_TRAPINCH,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VAJRA_DESERT,src/data/wild_encounters.json (MAP_VAJRA_DESERT)
329,Vibrava,SPECIES_VIBRAVA,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VAJRA_DESERT_EAST; Wild encounter @ VAJRA_DESERT_EAST_CAVE,src/data/wild_encounters.json (MAP_VAJRA_DESERT_EAST)
330,Flygon,SPECIES_FLYGON,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VAJRA_DESERT_EAST; Wild encounter @ VAJRA_DESERT_EAST_CAVE,src/data/wild_encounters.json (MAP_VAJRA_DESERT_EAST)
331,Cacnea,SPECIES_CACNEA,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VAJRA_DESERT,src/data/wild_encounters.json (MAP_VAJRA_DESERT)
332,Cacturne,SPECIES_CACTURNE,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
333,Swablu,SPECIES_SWABLU,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE38; Wild encounter @ ROUTE39,src/data/wild_encounters.json (MAP_ROUTE38)
334,Altaria,SPECIES_ALTARIA,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
335,Zangoose,SPECIES_ZANGOOSE,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8287
336,Seviper,SPECIES_SEVIPER,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8366
337,Lunatone,SPECIES_LUNATONE,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8446
338,Solrock,SPECIES_SOLROCK,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8529
339,Barboach,SPECIES_BARBOACH,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ DARK_CAVE_NORTH_SIDE; Wild encounter @ DARK_CAVE_SOUTH_SIDE; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_DARK_CAVE_SOUTH_SIDE)
340,Whiscash,SPECIES_WHISCASH,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ DARK_CAVE_NORTH_SIDE; Wild encounter @ DARK_CAVE_SOUTH_SIDE; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_DARK_CAVE_SOUTH_SIDE)
341,Corphish,SPECIES_CORPHISH,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8785
342,Crawdaunt,SPECIES_CRAWDAUNT,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:8861
343,Baltoy,SPECIES_BALTOY,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_UNUSED; Wild encounter @ UNION_CAVE_B2F,src/data/wild_encounters.json (MAP_UNION_CAVE_B2F)
344,Claydol,SPECIES_CLAYDOL,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ KITAKAMI_WELL_B1F,src/data/wild_encounters.json (MAP_KITAKAMI_WELL_B1F)
345,Lileep,SPECIES_LILEEP,3,Sim,Sim,Sim,Obtível normalmente,"Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ RUINS_OF_ALPH_LAB; NPC gift (script, var) @ RUINS_OF_ALPH_LAB; Wild encounter @ WHIRL_ISLANDS_DESCENT",src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_DESCENT)
346,Cradily,SPECIES_CRADILY,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ FARAWAY_ISLAND_JUNGLE,src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
347,Anorith,SPECIES_ANORITH,3,Sim,Nao,Nao,Desabilitado por configuração,"NPC gift (script) @ RUINS_OF_ALPH_LAB; NPC gift (script, var) @ RUINS_OF_ALPH_LAB",data/maps/RuinsOfAlph_Lab/scripts.inc:448 (MAP_RUINS_OF_ALPH_LAB)
348,Armaldo,SPECIES_ARMALDO,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:9336
349,Feebas,SPECIES_FEEBAS,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE43,src/data/wild_encounters.json (MAP_ROUTE43)
350,Milotic,SPECIES_MILOTIC,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
351,Castform,SPECIES_CASTFORM_NORMAL,3,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ SAFARI_ZONE_GATE_SAFARI_ZONE_ENTRANCE,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
352,Kecleon,SPECIES_KECLEON,3,Sim,Nao,Nao,Desabilitado por configuração,Static battle,data/scripts/kecleon.inc:74
353,Shuppet,SPECIES_SHUPPET,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ SPROUT_TOWER_2F; Wild encounter @ SPROUT_TOWER_3F,src/data/wild_encounters.json (MAP_SPROUT_TOWER_2F)
354,Banette,SPECIES_BANETTE,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
355,Duskull,SPECIES_DUSKULL,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ SPROUT_TOWER_2F; Wild encounter @ SPROUT_TOWER_3F,src/data/wild_encounters.json (MAP_SPROUT_TOWER_2F)
356,Dusclops,SPECIES_DUSCLOPS,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
357,Tropius,SPECIES_TROPIUS,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE47,src/data/wild_encounters.json (MAP_ROUTE47)
358,Chimecho,SPECIES_CHIMECHO,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ MT_SILVER_MOUNTAIN_SIDE,src/data/wild_encounters.json (MAP_MT_SILVER_MOUNTAIN_SIDE)
359,Absol,SPECIES_ABSOL,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ KITAKAMI_MOUNTAIN1F; Wild encounter @ KITAKAMI_MOUNTAIN2F; Wild encounter @ KITAKAMI_MOUNTAIN3F; Wild encounter @ KITAKAMI_MOUNTAIN4F; Wild encounter @ ROUTE28,src/data/wild_encounters.json (MAP_ROUTE28)
360,Wynaut,SPECIES_WYNAUT,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
361,Snorunt,SPECIES_SNORUNT,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ICE_PATH_1F; Wild encounter @ ICE_PATH_B1F; Wild encounter @ ICE_PATH_B2F; Wild encounter @ ICE_PATH_B3F; Wild encounter @ ICE_PATH_B4F; Wild encounter @ SNOWTOP_MOUNTAIN; Wild encounter @ SNOWTOP_MOUNTAIN_B1F,src/data/wild_encounters.json (MAP_ICE_PATH_1F)
362,Glalie,SPECIES_GLALIE,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
363,Spheal,SPECIES_SPHEAL,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ICE_PATH_1F; Wild encounter @ ICE_PATH_B1F; Wild encounter @ ICE_PATH_B2F; Wild encounter @ ICE_PATH_B3F; Wild encounter @ ICE_PATH_B4F; Wild encounter @ SNOWTOP_MOUNTAIN; Wild encounter @ SNOWTOP_MOUNTAIN_B1F; Wild encounter @ SNOWTOP_,src/data/wild_encounters.json (MAP_ICE_PATH_1F)
364,Sealeo,SPECIES_SEALEO,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ICE_PATH_DEPTHS,src/data/wild_encounters.json (MAP_ICE_PATH_DEPTHS)
365,Walrein,SPECIES_WALREIN,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
366,Clamperl,SPECIES_CLAMPERL,3,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
367,Huntail,SPECIES_HUNTAIL,3,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
368,Gorebyss,SPECIES_GOREBYSS,3,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
369,Relicanth,SPECIES_RELICANTH,3,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
370,Luvdisc,SPECIES_LUVDISC,3,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_3_families.h:11986
371,Bagon,SPECIES_BAGON,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ SAFARI_ZONE_GATE_SAFARI_ZONE_ENTRANCE; Wild encounter @ DRAGONS_DEN_CAVERN,src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
372,Shelgon,SPECIES_SHELGON,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
373,Salamence,SPECIES_SALAMENCE,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
374,Beldum,SPECIES_BELDUM,3,Sim,Sim,Sim,Obtível normalmente,"In-game trade; NPC gift (script) @ KITAKAMI_HOUSES; NPC gift (script) @ SAFARI_ZONE_GATE_SAFARI_ZONE_ENTRANCE; NPC gift (script, var) @ KITAKAMI_HOUSES",data/maps/SafariZoneGate_SafariZoneEntrance/scripts.inc:180 (MAP_SAFARI_ZONE_GATE_SAFARI_ZONE_ENTRANCE)
375,Metang,SPECIES_METANG,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
376,Metagross,SPECIES_METAGROSS,3,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
377,Regirock,SPECIES_REGIROCK,3,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ REGIROCK_CHAMBER,data/maps/RegirockChamber/scripts.inc:11 (MAP_REGIROCK_CHAMBER)
378,Regice,SPECIES_REGICE,3,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ SNOWTOP_MOUNTAIN_B1F_2,data/maps/SnowtopMountain_B1F_2/scripts.inc:11 (MAP_SNOWTOP_MOUNTAIN_B1F_2)
379,Registeel,SPECIES_REGISTEEL,3,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ RAILWAY_CAVE_REGISTEEL_ROOM,data/maps/RailwayCave_Registeel_Room/scripts.inc:11 (MAP_RAILWAY_CAVE_REGISTEEL_ROOM)
380,Latias,SPECIES_LATIAS,3,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ LATI_TEMPLE_LATIAS,data/maps/LatiTempleLatias/scripts.inc:18 (MAP_LATI_TEMPLE_LATIAS)
381,Latios,SPECIES_LATIOS,3,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ LATI_TEMPLE_LATIOS,data/maps/LatiTempleLatios/scripts.inc:11 (MAP_LATI_TEMPLE_LATIOS)
382,Kyogre,SPECIES_KYOGRE,3,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ ROUTE33SOUTH_UNDERWATER_CAVE; Static legendary battle @ EMBEDDED_TOWER,data/maps/EmbeddedTower/scripts.inc:18 (MAP_EMBEDDED_TOWER)
383,Groudon,SPECIES_GROUDON,3,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ ROUTE50UNDERWATER_CAVE2; Static legendary battle @ EMBEDDED_TOWER,data/maps/EmbeddedTower/scripts.inc:11 (MAP_EMBEDDED_TOWER)
384,Rayquaza,SPECIES_RAYQUAZA,3,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ EMBEDDED_TOWER,data/maps/EmbeddedTower/scripts.inc:25 (MAP_EMBEDDED_TOWER)
385,Jirachi,SPECIES_JIRACHI,3,Sim,Sim,Sim,Obtível normalmente,Gift Egg @ MT_SILVER_SUMMIT_DAY,data/maps/MtSilver_SummitDay/scripts.inc:128 (MAP_MT_SILVER_SUMMIT_DAY)
386,Deoxys,SPECIES_DEOXYS_NORMAL,3,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_3_families.h:13847
387,Turtwig,SPECIES_TURTWIG,4,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
388,Grotle,SPECIES_GROTLE,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TURTWIG : EVO_LEVEL, 18, SPECIES_GROTLE",src/data/pokemon/species_info/gen_4_families.h:78
389,Torterra,SPECIES_TORTERRA,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_GROTLE : EVO_LEVEL, 32, SPECIES_TORTERRA",src/data/pokemon/species_info/gen_4_families.h:149
390,Chimchar,SPECIES_CHIMCHAR,4,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
391,Monferno,SPECIES_MONFERNO,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CHIMCHAR : EVO_LEVEL, 14, SPECIES_MONFERNO",src/data/pokemon/species_info/gen_4_families.h:302
392,Infernape,SPECIES_INFERNAPE,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MONFERNO : EVO_LEVEL, 36, SPECIES_INFERNAPE",src/data/pokemon/species_info/gen_4_families.h:376
393,Piplup,SPECIES_PIPLUP,4,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
394,Prinplup,SPECIES_PRINPLUP,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PIPLUP : EVO_LEVEL, 16, SPECIES_PRINPLUP",src/data/pokemon/species_info/gen_4_families.h:531
395,Empoleon,SPECIES_EMPOLEON,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PRINPLUP : EVO_LEVEL, 36, SPECIES_EMPOLEON",src/data/pokemon/species_info/gen_4_families.h:611
396,Starly,SPECIES_STARLY,4,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_STARAVIA,src/data/pokemon/species_info/gen_4_families.h:692
397,Staravia,SPECIES_STARAVIA,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE37,src/data/wild_encounters.json (MAP_ROUTE37)
398,Staraptor,SPECIES_STARAPTOR,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_STARAVIA : EVO_LEVEL, 34, SPECIES_STARAPTOR",src/data/pokemon/species_info/gen_4_families.h:865
399,Bidoof,SPECIES_BIDOOF,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1024
400,Bibarel,SPECIES_BIBAREL,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1112
401,Kricketot,SPECIES_KRICKETOT,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1196
402,Kricketune,SPECIES_KRICKETUNE,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1294
403,Shinx,SPECIES_SHINX,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE31,src/data/wild_encounters.json (MAP_ROUTE31)
404,Luxio,SPECIES_LUXIO,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_ROUTE35)
405,Luxray,SPECIES_LUXRAY,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_MOUNTAIN_SIDE; Wild encounter @ MT_SILVER_OUTSIDE,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
406,Budew,SPECIES_BUDEW,4,Sim,Sim,Sim,Obtível normalmente,In-game trade; Wild encounter @ ROUTE33; Wild encounter @ ROUTE46,src/data/wild_encounters.json (MAP_ROUTE46)
407,Roserade,SPECIES_ROSERADE,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE50,src/data/wild_encounters.json (MAP_ROUTE50)
408,Cranidos,SPECIES_CRANIDOS,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1641
409,Rampardos,SPECIES_RAMPARDOS,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1711
410,Shieldon,SPECIES_SHIELDON,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1784
411,Bastiodon,SPECIES_BASTIODON,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1855
412,Burmy,SPECIES_BURMY_PLANT,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:1926
413,Wormadam,SPECIES_WORMADAM_PLANT,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2139
414,Mothim Plant,SPECIES_MOTHIM_PLANT,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2408
415,Combee,SPECIES_COMBEE,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2414
416,Vespiquen,SPECIES_VESPIQUEN,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2502
417,Pachirisu,SPECIES_PACHIRISU,4,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE33; Wild encounter @ ROUTE33,src/data/wild_encounters.json (MAP_ROUTE33)
418,Buizel,SPECIES_BUIZEL,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_SHORE; Wild encounter @ FOGGY_SHORE2; Wild encounter @ ROUTE31; Wild encounter @ ROUTE34; Wild encounter @ ROUTE35; Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F; Wild encounter @ WHIRL_ISLANDS_DESCENT,src/data/wild_encounters.json (MAP_ROUTE31)
419,Floatzel,SPECIES_FLOATZEL,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_SHORE; Wild encounter @ FOGGY_SHORE2; Wild encounter @ ROUTE34; Wild encounter @ ROUTE35; Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F; Wild encounter @ WHIRL_ISLANDS_DESCENT,src/data/wild_encounters.json (MAP_ROUTE34)
420,Cherubi,SPECIES_CHERUBI,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2838
421,Cherrim,SPECIES_CHERRIM_OVERCAST,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:2917
422,Shellos,SPECIES_SHELLOS_WEST,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CIANWOOD_CITY; Wild encounter @ FOGGY_SHORE; Wild encounter @ FOGGY_SHORE2; Wild encounter @ OLIVINE_CITY; Wild encounter @ ROUTE30; Wild encounter @ ROUTE31; Wild encounter @ ROUTE33SOUTH; Wild encounter @ ROUTE34; Wild encounter @ ROUTE40; Wild encounter @ SOUTHERN_PASSAGE; Wild e,src/data/wild_encounters.json (MAP_ROUTE30)
423,Gastrodon,SPECIES_GASTRODON_WEST,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE30; Wild encounter @ VIOLET_CITY,src/data/wild_encounters.json (MAP_VIOLET_CITY)
424,Ambipom,SPECIES_AMBIPOM,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_AIPOM : EVO_LEVEL, 0, SPECIES_AMBIPOM, CONDITIONS({IF_KNOWS_MOVE, MOVE_DOUBLE_HIT})",src/data/pokemon/species_info/gen_2_families.h:3186
425,Drifloon,SPECIES_DRIFLOON,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_FOREST; Wild encounter @ ROUTE42,src/data/wild_encounters.json (MAP_ROUTE42)
426,Drifblim,SPECIES_DRIFBLIM,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DRIFLOON : EVO_LEVEL, 28, SPECIES_DRIFBLIM",src/data/pokemon/species_info/gen_4_families.h:3413
427,Buneary,SPECIES_BUNEARY,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE38,src/data/wild_encounters.json (MAP_ROUTE38)
428,Lopunny,SPECIES_LOPUNNY,4,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE44; Wild encounter @ ROUTE26; Wild encounter @ ROUTE27,src/data/wild_encounters.json (MAP_ROUTE27)
429,Mismagius,SPECIES_MISMAGIUS,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_MOUNTAIN_SIDE; Wild encounter @ VAJRA_PYRAMID_FLOOR1; Wild encounter @ VAJRA_PYRAMID_FLOOR2; Wild encounter @ VAJRA_PYRAMID_FLOOR3; Wild encounter @ VAJRA_PYRAMID_FLOOR4,src/data/wild_encounters.json (MAP_MT_SILVER_MOUNTAIN_SIDE)
430,Honchkrow,SPECIES_HONCHKROW,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CERULEAN_CAVE_1F; Wild encounter @ CERULEAN_CAVE_B1F; Wild encounter @ CERULEAN_CAVE_B2F,src/data/wild_encounters.json (MAP_CERULEAN_CAVE_1F)
431,Glameow,SPECIES_GLAMEOW,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:3708
432,Purugly,SPECIES_PURUGLY,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:3779
433,Chingling,SPECIES_CHINGLING,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SLOWPOKE_WELL_B1F,src/data/wild_encounters.json (MAP_SLOWPOKE_WELL_B1F)
434,Stunky,SPECIES_STUNKY,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:3854
435,Skuntank,SPECIES_SKUNTANK,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:3927
436,Bronzor,SPECIES_BRONZOR,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:3998
437,Bronzong,SPECIES_BRONZONG,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:4077
438,Bonsly,SPECIES_BONSLY,4,Sim,Sim,Sim,Obtível somente por troca/comunicação,In-game trade,src/data/trade.h:1150
439,Mime Jr.,SPECIES_MIME_JR,4,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_MR_MIME,src/data/pokemon/species_info/gen_1_families.h:16604
440,Happiny,SPECIES_HAPPINY,4,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_CHANSEY,src/data/pokemon/species_info/gen_1_families.h:15394
441,Chatot,SPECIES_CHATOT,4,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_4_families.h:4153
442,Spiritomb,SPECIES_SPIRITOMB,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_MOUNTAIN1F; Wild encounter @ KITAKAMI_MOUNTAIN2F; Wild encounter @ KITAKAMI_MOUNTAIN3F; Wild encounter @ KITAKAMI_MOUNTAIN4F,src/data/wild_encounters.json (MAP_KITAKAMI_MOUNTAIN1F)
443,Gible,SPECIES_GIBLE,4,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_UNUSED; Wild encounter @ KITAKAMI_WELL_B1F,src/data/wild_encounters.json (MAP_KITAKAMI_WELL_B1F)
444,Gabite,SPECIES_GABITE,4,Sim,Sim,Sim,Obtível normalmente,In-game trade; Wild encounter @ VAJRA_DESERT_EAST; Wild encounter @ VAJRA_DESERT_EAST_CAVE,src/data/wild_encounters.json (MAP_VAJRA_DESERT_EAST)
