EspecieBase,Forma,ConstInterna,Categoria,ExisteNoRepo,Habilitada,ObtivelPermanente,ComoObter/Ativar,TransformacaoDeBatalha,Evidencia
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_GMAX,SPECIES_ALCREMIE_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:5319
COPPERAJAH,COPPERAJAH_GMAX,SPECIES_COPPERAJAH_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:6305
DURALUDON,DURALUDON_GMAX,SPECIES_DURALUDON_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:6711
URSHIFU_SINGLE_STRIKE,URSHIFU_SINGLE_STRIKE_GMAX,SPECIES_URSHIFU_SINGLE_STRIKE_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:7597
URSHIFU_SINGLE_STRIKE,URSHIFU_RAPID_STRIKE_GMAX,SPECIES_URSHIFU_RAPID_STRIKE_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:7729
MIMIKYU_DISGUISED,MIMIKYU_BUSTED_TOTEM,SPECIES_MIMIKYU_BUSTED_TOTEM,Totem,Sim,Sim,Não,Dano de confusão (batalha); Ao ser atingido (batalha); Ao ser atingido (batalha),Ao ser atingido (batalha); Dano de confusão (batalha),src/data/pokemon/species_info/gen_7_families.h:5437
CLEFABLE,CLEFABLE_MEGA,SPECIES_CLEFABLE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FAIRYTITE),Mega (item) (ITEM_FAIRYTITE),src/data/pokemon/species_info/gen_1_families.h:5413
VICTREEBEL,VICTREEBEL_MEGA,SPECIES_VICTREEBEL_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_POISONTITE),Mega (item) (ITEM_POISONTITE),src/data/pokemon/species_info/gen_1_families.h:9810
STARMIE,STARMIE_MEGA,SPECIES_STARMIE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_WATERTITE),Mega (item) (ITEM_WATERTITE),src/data/pokemon/species_info/gen_1_families.h:16529
DRAGONITE,DRAGONITE_MEGA,SPECIES_DRAGONITE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_1_families.h:21255
MEGANIUM,MEGANIUM_MEGA,SPECIES_MEGANIUM_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_2_families.h:242
FERALIGATR,FERALIGATR_MEGA,SPECIES_FERALIGATR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_2_families.h:889
SKARMORY,SKARMORY_MEGA,SPECIES_SKARMORY_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_STEELTITE),Mega (item) (ITEM_STEELTITE),src/data/pokemon/species_info/gen_2_families.h:7573
FROSLASS,FROSLASS_MEGA,SPECIES_FROSLASS_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ICETITE),Mega (item) (ITEM_ICETITE),src/data/pokemon/species_info/gen_3_families.h:11362
EMBOAR,EMBOAR_MEGA,SPECIES_EMBOAR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIRETITE),Mega (item) (ITEM_FIRETITE),src/data/pokemon/species_info/gen_5_families.h:534
EXCADRILL,EXCADRILL_MEGA,SPECIES_EXCADRILL_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GROUNDITE),Mega (item) (ITEM_GROUNDITE),src/data/pokemon/species_info/gen_5_families.h:2893
SCOLIPEDE,SCOLIPEDE_MEGA,SPECIES_SCOLIPEDE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_POISONTITE),Mega (item) (ITEM_POISONTITE),src/data/pokemon/species_info/gen_5_families.h:4150
SCRAFTY,SCRAFTY_MEGA,SPECIES_SCRAFTY_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DARKTITE),Mega (item) (ITEM_DARKTITE),src/data/pokemon/species_info/gen_5_families.h:5935
EELEKTROSS,EELEKTROSS_MEGA,SPECIES_EELEKTROSS_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ELECTRITE),Mega (item) (ITEM_ELECTRITE),src/data/pokemon/species_info/gen_5_families.h:10019
CHANDELURE,CHANDELURE_MEGA,SPECIES_CHANDELURE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GHOSTITE),Mega (item) (ITEM_GHOSTITE),src/data/pokemon/species_info/gen_5_families.h:10455
CHESNAUGHT,CHESNAUGHT_MEGA,SPECIES_CHESNAUGHT_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_6_families.h:224
DELPHOX,DELPHOX_MEGA,SPECIES_DELPHOX_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_6_families.h:505
GRENINJA,GRENINJA_MEGA,SPECIES_GRENINJA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_6_families.h:912
PYROAR,PYROAR_MEGA,SPECIES_PYROAR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIRETITE),Mega (item) (ITEM_FIRETITE),src/data/pokemon/species_info/gen_6_families.h:1924
MALAMAR,MALAMAR_MEGA,SPECIES_MALAMAR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DARKTITE),Mega (item) (ITEM_DARKTITE),src/data/pokemon/species_info/gen_6_families.h:3839
DRAGALGE,DRAGALGE_MEGA,SPECIES_DRAGALGE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_POISONTITE),Mega (item) (ITEM_POISONTITE),src/data/pokemon/species_info/gen_6_families.h:4256
HAWLUCHA,HAWLUCHA_MEGA,SPECIES_HAWLUCHA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIGHTITE),Mega (item) (ITEM_FIGHTITE),src/data/pokemon/species_info/gen_6_families.h:4978
FLOETTE_RED,FLOETTE_MEGA,SPECIES_FLOETTE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FAIRYTITE),Mega (item) (ITEM_FAIRYTITE),src/data/pokemon/species_info/gen_6_families.h:2349
BARBARACLE,BARBARACLE_MEGA,SPECIES_BARBARACLE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ROCKTITE),Mega (item) (ITEM_ROCKTITE),src/data/pokemon/species_info/gen_6_families.h:4046
ZYGARDE_50,ZYGARDE_MEGA,SPECIES_ZYGARDE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_6_families.h:7255
DRAMPA,DRAMPA_MEGA,SPECIES_DRAMPA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_NORMALITE),Mega (item) (ITEM_NORMALITE),src/data/pokemon/species_info/gen_7_families.h:5639
FALINKS,FALINKS_MEGA,SPECIES_FALINKS_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIGHTITE),Mega (item) (ITEM_FIGHTITE),src/data/pokemon/species_info/gen_8_families.h:5431
HEATRAN,HEATRAN_MEGA,SPECIES_HEATRAN_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIRETITE),Mega (item) (ITEM_FIRETITE),src/data/pokemon/species_info/gen_4_families.h:7217
DARKRAI,DARKRAI_MEGA,SPECIES_DARKRAI_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DARKTITE),Mega (item) (ITEM_DARKTITE),src/data/pokemon/species_info/gen_4_families.h:7855
ZERAORA,ZERAORA_MEGA,SPECIES_ZERAORA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ELECTRITE),Mega (item) (ITEM_ELECTRITE),src/data/pokemon/species_info/gen_7_families.h:8166
RAICHU,RAICHU_MEGA_X,SPECIES_RAICHU_MEGA_X,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ELECTRITE),Mega (item) (ITEM_ELECTRITE),src/data/pokemon/species_info/gen_1_families.h:4239
RAICHU,RAICHU_MEGA_Y,SPECIES_RAICHU_MEGA_Y,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_1_families.h:4311
CHIMECHO,CHIMECHO_MEGA,SPECIES_CHIMECHO_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_PSYCHITE),Mega (item) (ITEM_PSYCHITE),src/data/pokemon/species_info/gen_3_families.h:10755
ABSOL,ABSOL_MEGA_Z,SPECIES_ABSOL_MEGA_Z,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GHOSTITE),Mega (item) (ITEM_GHOSTITE),src/data/pokemon/species_info/gen_3_families.h:10986
STARAPTOR,STARAPTOR_MEGA,SPECIES_STARAPTOR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FLYINGITE),Mega (item) (ITEM_FLYINGITE),src/data/pokemon/species_info/gen_4_families.h:955
GARCHOMP,GARCHOMP_MEGA_Z,SPECIES_GARCHOMP_MEGA_Z,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_4_families.h:4647
LUCARIO,LUCARIO_MEGA_Z,SPECIES_LUCARIO_MEGA_Z,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_STEELTITE),Mega (item) (ITEM_STEELTITE),src/data/pokemon/species_info/gen_4_families.h:4935
GOLURK,GOLURK_MEGA,SPECIES_GOLURK_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GROUNDITE),Mega (item) (ITEM_GROUNDITE),src/data/pokemon/species_info/gen_5_families.h:11605
MEOWSTIC_M,MEOWSTIC_M_MEGA,SPECIES_MEOWSTIC_M_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_PSYCHITE),Mega (item) (ITEM_PSYCHITE),src/data/pokemon/species_info/gen_6_families.h:2986
MEOWSTIC_M,MEOWSTIC_F_MEGA,SPECIES_MEOWSTIC_F_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_PSYCHITE),Mega (item) (ITEM_PSYCHITE),src/data/pokemon/species_info/gen_6_families.h:3045
CRABOMINABLE,CRABOMINABLE_MEGA,SPECIES_CRABOMINABLE_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ICETITE),Mega (item) (ITEM_ICETITE),src/data/pokemon/species_info/gen_7_families.h:1610
GOLISOPOD,GOLISOPOD_MEGA,SPECIES_GOLISOPOD_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BUGTITE),Mega (item) (ITEM_BUGTITE),src/data/pokemon/species_info/gen_7_families.h:4420
MAGEARNA,MAGEARNA_MEGA,SPECIES_MAGEARNA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_STEELTITE),Mega (item) (ITEM_STEELTITE),src/data/pokemon/species_info/gen_7_families.h:7604
MAGEARNA,MAGEARNA_ORIGINAL_MEGA,SPECIES_MAGEARNA_ORIGINAL_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_STEELTITE),Mega (item) (ITEM_STEELTITE),src/data/pokemon/species_info/gen_7_families.h:7665
SCOVILLAIN,SCOVILLAIN_MEGA,SPECIES_SCOVILLAIN_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GRASSTITE),Mega (item) (ITEM_GRASSTITE),src/data/pokemon/species_info/gen_9_families.h:3559
BAXCALIBUR,BAXCALIBUR_MEGA,SPECIES_BAXCALIBUR_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_9_families.h:6848
TATSUGIRI_CURLY,TATSUGIRI_CURLY_MEGA,SPECIES_TATSUGIRI_CURLY_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_9_families.h:5635
TATSUGIRI_CURLY,TATSUGIRI_DROOPY_MEGA,SPECIES_TATSUGIRI_DROOPY_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_9_families.h:5694
TATSUGIRI_CURLY,TATSUGIRI_STRETCHY_MEGA,SPECIES_TATSUGIRI_STRETCHY_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_DRAGOTITE),Mega (item) (ITEM_DRAGOTITE),src/data/pokemon/species_info/gen_9_families.h:5753
GLIMMORA,GLIMMORA_MEGA,SPECIES_GLIMMORA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ROCKTITE),Mega (item) (ITEM_ROCKTITE),src/data/pokemon/species_info/gen_9_families.h:4896
TYPHLOSION,TYPHLOSION_MEGA,SPECIES_TYPHLOSION_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_2_families.h:531
PRIMARINA,PRIMARINA_MEGA,SPECIES_PRIMARINA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_7_families.h:715
MEOWSCARADA,MEOWSCARADA_MEGA,SPECIES_MEOWSCARADA_MEGA,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_9_families.h:208
GARDEVOIR,GARDEVOIR_MEGA_Z,SPECIES_GARDEVOIR_MEGA_Z,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE),Mega (item) (ITEM_BONDSTONE),src/data/pokemon/species_info/gen_3_families.h:3232
DIALGA,DIALGA_PRIMAL,SPECIES_DIALGA_PRIMAL,Alternativa/cosmética/batalha,Sim,Sim,Sim,Boss lendário @ SPEAR_PILLAR_TOP [data/maps/SpearPillarTop/scripts.inc:183],,src/data/pokemon/species_info/gen_4_families.h:6909
