id,name,has_party,used_map_script,used_other_system,status,accessible,reason
1061,TRAINER_UNUSED_197,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1062,TRAINER_UNUSED_198,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1063,TRAINER_UNUSED_199,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1064,TRAINER_UNUSED_200,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1065,TRAINER_UNUSED_201,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1066,TRAINER_UNUSED_202,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1067,TRAINER_UNUSED_203,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1068,TRAINER_UNUSED_204,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1069,TRAINER_UNUSED_205,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1070,TRAINER_UNUSED_206,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1071,TRAINER_UNUSED_207,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1072,TRAINER_UNUSED_208,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1073,TRAINER_UNUSED_209,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1074,TRAINER_UNUSED_210,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1075,TRAINER_UNUSED_211,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1076,TRAINER_UNUSED_212,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1077,TRAINER_UNUSED_213,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1078,TRAINER_UNUSED_214,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1079,TRAINER_UNUSED_215,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1080,TRAINER_UNUSED_216,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1081,TRAINER_UNUSED_217,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1082,TRAINER_UNUSED_218,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1083,TRAINER_UNUSED_219,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1084,TRAINER_UNUSED_220,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1085,TRAINER_UNUSED_221,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1086,TRAINER_UNUSED_222,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1087,TRAINER_UNUSED_223,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1088,TRAINER_UNUSED_224,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1089,TRAINER_UNUSED_225,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1090,TRAINER_UNUSED_226,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1091,TRAINER_UNUSED_227,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1092,TRAINER_UNUSED_228,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1093,TRAINER_UNUSED_229,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1094,TRAINER_UNUSED_230,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1095,TRAINER_UNUSED_231,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1096,TRAINER_UNUSED_232,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1097,TRAINER_UNUSED_233,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1098,TRAINER_UNUSED_234,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1099,TRAINER_UNUSED_235,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1100,TRAINER_UNUSED_236,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1101,TRAINER_UNUSED_237,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1102,TRAINER_UNUSED_238,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1103,TRAINER_UNUSED_239,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1104,TRAINER_UNUSED_240,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1105,TRAINER_UNUSED_241,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1106,TRAINER_UNUSED_242,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1107,TRAINER_UNUSED_243,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1108,TRAINER_UNUSED_244,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1109,TRAINER_UNUSED_245,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1110,TRAINER_UNUSED_246,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1111,TRAINER_UNUSED_247,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1112,TRAINER_UNUSED_248,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1113,TRAINER_UNUSED_249,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1114,TRAINER_UNUSED_250,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1115,TRAINER_UNUSED_251,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1116,TRAINER_UNUSED_252,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1117,TRAINER_UNUSED_253,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1118,TRAINER_UNUSED_254,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1119,TRAINER_UNUSED_255,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1120,TRAINER_UNUSED_256,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1121,TRAINER_UNUSED_257,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1122,TRAINER_UNUSED_258,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1123,TRAINER_UNUSED_259,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1124,TRAINER_UNUSED_260,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1125,TRAINER_UNUSED_261,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1126,TRAINER_UNUSED_262,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1127,TRAINER_UNUSED_263,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1128,TRAINER_UNUSED_264,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1129,TRAINER_UNUSED_265,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1130,TRAINER_UNUSED_266,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1131,TRAINER_UNUSED_267,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1132,TRAINER_UNUSED_268,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1133,TRAINER_UNUSED_269,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1134,TRAINER_UNUSED_270,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1135,TRAINER_UNUSED_271,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1136,TRAINER_UNUSED_272,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1137,TRAINER_UNUSED_273,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1138,TRAINER_UNUSED_274,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1139,TRAINER_UNUSED_275,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1140,TRAINER_UNUSED_276,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1141,TRAINER_UNUSED_277,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1142,TRAINER_UNUSED_278,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1143,TRAINER_UNUSED_279,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1144,TRAINER_UNUSED_280,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1145,TRAINER_UNUSED_281,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1146,TRAINER_UNUSED_282,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1147,TRAINER_UNUSED_283,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1148,TRAINER_UNUSED_284,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1149,TRAINER_UNUSED_285,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1150,TRAINER_UNUSED_286,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1151,TRAINER_UNUSED_287,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1152,TRAINER_UNUSED_288,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1153,TRAINER_UNUSED_289,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1154,TRAINER_UNUSED_290,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1155,TRAINER_UNUSED_291,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1156,TRAINER_UNUSED_292,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1157,TRAINER_UNUSED_293,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1158,TRAINER_UNUSED_294,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1159,TRAINER_UNUSED_295,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1160,TRAINER_UNUSED_296,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1161,TRAINER_UNUSED_297,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1162,TRAINER_UNUSED_298,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1163,TRAINER_UNUSED_299,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1164,TRAINER_UNUSED_300,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
